"species_id","species_name","identification_reference"
13997,Homoeosoma sinuella,"Fabricius, 1794"
13998,Homoeusa acuminata,"Märkel, 1842"
13999,Homolobus annulicornis,"Nees, 1834"
14000,Homolobus discolor,"Wesmael, 1835"
14001,Homolobus infumator,"Lyle, 1914"
14002,Homolobus truncator,"Say, 1828"
14003,Homoneura biumbrata,"Loew, 1847"
14004,Homoneura consobrina,"Zetterstedt, 1847"
14005,Homoneura interstincta,"Fallen, 1820"
14006,Homoneura mediospinosa,"Merz, 2003"
14007,Homoneura notata,"Fallén, 1820"
14008,Homoneura patelliformis,"Becker, 1895"
14009,Homoneura thalhammeri,"Papp, 1978"
14010,Homoneura vicina,"De Meijere, 1907"
14011,Homonotus sanguinolentus,"Fabricius, 1793"
14012,Homoporus apharetus,"Walker, 1839"
14013,Homoporus destructor,"Say, 1817"
14014,Homoporus febriculosus,"Girault, 1917"
14015,Homoporus fulviventris,"Walker, 1835"
14016,Homoporus luniger,"Nees, 1834"
14017,Homoporus nypsius,"Walker, 1839"
14018,Homoporus subniger,"Walker, 1835"
14019,Homotherus locutor,"Thunberg, 1824"
14020,Homotherus varipes,"Gravenhorst, 1829"
14021,Hoplandrothrips bidens,"Bagnall, 1910"
14022,Hoplandrothrips ellisi,"Bagnall, 1914"
14023,Hoplandrothrips flavipes,"Bagnall"
14024,Hoplandrothrips williamsianus,"Priesner, 1923"
14025,Hoplia argentea,"Poda, 1761"
14026,Hoplia graminicola,"Fabricius, 1793"
14027,Hoplia philanthus,"Fuessly, 1775"
14028,Hoplismenus axillatorius,"Thunberg, 1824"
14029,Hoplismenus bidentatus,"Gmelin, 1790"
14030,Hoplismenus bispinatorius,"Thunberg, 1824"
14031,Hoplitis adunca,"Panzer, 1798"
14032,Hoplitis anthocopoides,"Schenck, 1853"
14033,Hoplitis claviventris,"Thomson, 1872"
14034,Hoplitis leucomelana,"Kirby, 1802"
14035,Hoplitis papaveris,"Latreille, 1799"
14036,Hoplitis ravouxi,"Pérez, 1902"
14037,Hoplitis tridentata,"Dufour & Perris, 1840"
14038,Hoplitis tuberculata,"Nylander, 1848"
14039,Hoplitis villosa,"Schenck, 1853"
14040,Hoplocampa alpina,"Zetterstedt, 1838"
14041,Hoplocampa ariae,"Benson, 1933"
14042,Hoplocampa brevis,"Klug, 1816"
14043,Hoplocampa chrysorrhoea,"Klug, 1816"
14044,Hoplocampa crataegi,"Klug, 1816"
14045,Hoplocampa flava,"Linnaeus, 1761"
14046,Hoplocampa fulvicornis,"Panzer, 1801"
14047,Hoplocampa minuta,"Christ, 1791"
14048,Hoplocampa pectoralis,"Thomson, 1871"
14049,Hoplocampa plagiata,"Klug, 1816"
14050,Hoplocampa testudinea,"Klug, 1816"
14051,Hoplodrina ambigua,"Denis & Schiffermüller, 1775"
14052,Hoplodrina blanda,"Denis & Schiffermüller, 1775"
14053,Hoplodrina octogenaria,"Goeze, 1781"
14054,Hoplodrina respersa,"Denis & Schiffermüller, 1775"
14055,Hoplolabis areolata,"Siebke, 1872"
14056,Hoplolabis subalpina,"Bangerter, 1947"
14057,Hoplolabis vicina,"Tonnoir, 1920"
14058,Hoplomachus thunbergii,"Fallén, 1807"
14059,Hoplophthiracarus illinoisiensis,"Ewing, 1909"
14060,Hoplopleura acanthopus,"Burmeister, 1839"
14061,Hoplopleura edentula,"Fahrenholz, 1916"
14062,Hoplopleura longula,"Neumann, 1909"
14063,Hoplopsis minuta,"Fabricius, 1793"
14064,Hoplothrips corticis,"De Geer, 1773"
14065,Hoplothrips fungi,"Zetterstedt, 1828"
14066,Hoplothrips pedicularius,"Haliday, 1836"
14067,Hoplothrips semicaecus,"Uzel, 1895"
14068,Hoplothrips ulmi,"Fabricius, 1781"
14069,Hoplotylus femina,"s'Jacob, 1960"
14070,Horidiplosis ficifolii,"Harris, 2003"
14071,Horisme aquata,"Hübner, 1813"
14072,Horisme radicaria,"de La Harpe, 1855"
14073,Horisme tersata,"Denis & Schiffermüller, 1775"
14074,Horisme vitalbata,"Denis & Schiffermüller, 1775"
14075,Hormathia digitata,"Müller, 1776"
14076,Hormius moniliatus,"Nees, 1811"
14077,Hormius piciventris,"Wesmael, 1838"
14078,Hornera lichenoides,"Linnaeus, 1758"
14079,Horstkurtcaris nolli,"Kiefer, 1938"
14080,Horvathiolus superbus,"Pollich, 1781"
14081,Howardia biclavis,"Comstock, 1883"
14082,Hubneria affinis,"Fallén, 1810"
14083,Huitfeldtia rectipes,"Thor, 1898"
14084,Humerobates fungorum,"Linnaeus, 1758"
14085,Humerobates rostrolamellatus,"Grandjean, 1936"
14086,Hyadaphis foeniculi,"Passerini, 1860"
14087,Hyadesia fusca,"Lohmann, 1894"
14088,Hyadina guttata,"Fallén, 1813"
14089,Hyadina humeralis,"Becker, 1896"
14090,Hyadina rufipes,"Meigen, 1830"
14091,Hyadina scutellata,"Haliday, 1839"
14092,Hyala vitrea,"Montagu, 1803"
14093,Hyale schmidti,"Heller, 1866"
14094,Hyalinella punctata,"Hancock, 1850"
14095,Hyalomma aegyptium,"Linnaeus, 1758"
14096,Hyalopsocus contrarius,"Reuter, 1893"
14097,Hyalopsocus morio,"Latreille, 1794"
14098,Hyalopteroides humilis,"Walker, 1852"
14099,Hyalopterus pruni,"Geoffroy, 1762"
14100,Hyas araneus,"Linnaeus, 1758"
14101,Hyas coarctatus,"Leach, 1815"
14102,Hybocodon prolifer,"Agassiz, 1862"
14103,Hybocoptus corrugis,"Cambridge, 1875"
14104,Hybolasioptera fasciata,"Kieffer, 1904"
14105,Hybomitra arpadi,"Szilády, 1923"
14106,Hybomitra bimaculata,"Macquart, 1826"
14107,Hybomitra distinguenda,"Verrall, 1909"
14108,Hybomitra expollicata,"Pandellé, 1883"
14109,Hybomitra lundbecki,"Lyneborg, 1959"
14110,Hybomitra lurida,"Fallén, 1817"
14111,Hybomitra micans,"Meigen, 1804"
14112,Hybomitra montana,"Meigen, 1820"
14113,Hybomitra muehlfeldi,"Braueron Bergenstamm, 1880"
14114,Hybomitra solstitialis,"Meigen, 1820"
14115,Hybomitra tropica,"Linnaeus, 1758"
14116,Hybos culiciformis,"Fabricius, 1775"
14117,Hybos femoratus,"Müller, 1776"
14118,Hybos grossipes,"Linnaeus, 1767"
14119,Hybrizon buccatus,"de Brébisson, 1825"
14120,Hydaphias helvetica,"Hille Ris Lambers, 1947"
14121,Hydaphias molluginis,"Börner, 1939"
14122,Hydaphias mosana,"Hille Ris Lambers, 1956"
14123,Hydaticus leander,"Rossi, 1790"
14124,Hydaticus seminiger,"De Geer, 1774"
14125,Hydaticus transversalis,"Pontoppidan, 1763"
14126,Hydatophylax infumatus,"McLachlan, 1865"
14127,Hydatothrips adolfifriderici,"Karny"
14128,Hydnobius latifrons,"Curtis, 1840"
14129,Hydnobius multistriatus,"Gyllenhal, 1813"
14130,Hydnobius punctatus,"Sturm, 1807"
14131,Hydra circumcincta,"Schulze, 1914"
14132,Hydra oligactis,"Pallas, 1766"
14133,Hydra oxycnida,"Schulze, 1914"
14134,Hydra viridissima,"Pallas, 1766"
14135,Hydra vulgaris,"Pallas, 1766"
14136,Hydrachna aspratilis,"Koenike, 1897"
14137,Hydrachna bivirgulata,"Piersig, 1897"
14138,Hydrachna comosa,"Koenike, 1896"
14139,Hydrachna conjecta,"Koenike, 1895"
14140,Hydrachna crassipalpis,"Piersig, 1897"
14141,Hydrachna cruenta,"Müller, 1776"
14142,Hydrachna geographica,"Müller, 1776"
14143,Hydrachna globosa,"De Geer, 1778"
14144,Hydrachna goldfeldi,"Thor, 1916"
14145,Hydrachna incisa,"Halbert, 1903"
14146,Hydrachna leegei,"Koenike, 1895"
14147,Hydrachna processifera,"Koenike, 1903"
14148,Hydrachna regulifera,"Koenike, 1897"
14149,Hydrachna skorikowi,"Piersig, 1900"
14150,Hydractinia echinata,"Fleming, 1828"
14151,Hydraecia micacea,"Esper, 1789"
14152,Hydraecia petasitis,"Doubleday, 1847"
14153,Hydraena assimilis,"Rey, 1885"
14154,Hydraena belgica,"d'Orchymont, 1930"
14155,Hydraena britteni,"Joy, 1907"
14156,Hydraena excisa,"Kiesenwetter, 1849"
14157,Hydraena flavipes,"Sturm, 1836"
14158,Hydraena gracilis,"Germar, 1824"
14159,Hydraena melas,"Dalla Torre, 1877"
14160,Hydraena nigrita,"Germar, 1824"
14161,Hydraena palustris,"Erichson, 1837"
14162,Hydraena pulchella,"Germar, 1824"
14163,Hydraena pygmaea,"Waterhouse, 1833"
14164,Hydraena riparia,"Kugelann, 1794"
14165,Hydraena testacea,"Curtis, 1830"
14166,Hydrallmania falcata,"Linnaeus, 1758"
14167,Hydrelia flammeolaria,"Hufnagel, 1767"
14168,Hydrelia sylvata,"Denis & Schiffermüller, 1775"
14169,Hydrellia albilabris,"Meigen, 1830"
14170,Hydrellia argyrogenis,"Becker, 1896"
14171,Hydrellia cardamines,"Haliday, 1839"
14172,Hydrellia cochleariae,"Zatwarnicki, 1988"
14173,Hydrellia flaviceps,"Meigen, 1830"
14174,Hydrellia flavicornis,"Fallén, 1823"
14175,Hydrellia fulviceps,"Stenhammar, 1833"
14176,Hydrellia fusca,"Stenhammar, 1844"
14177,Hydrellia griseola,"Fallén, 1813"
14178,Hydrellia maura,"Meigen, 1838"
14179,Hydrellia mutata,"Zetterstedt, 1846"
14180,Hydrellia nigriceps,"Meigen, 1830"
14181,Hydrellia obscura,"Meigen, 1830"
14182,Hydrellia porphyrops,"Haliday, 1839"
14183,Hydrellia ranunculi,"Haliday, 1839"
14184,Hydrellia tarsata,"Haliday, 1839"
14185,Hydrellia thoracica,"Haliday, 1839"
14186,Hydria cervinalis,"Scopoli, 1763"
14187,Hydria undulata,"Linnaeus, 1758"
14188,Hydriomena furcata,"Thunberg, 1784"
14189,Hydriomena impluviata,"Denis & Schiffermüller, 1775"
14190,Hydrobaenus distylus,"Potthast, 1914"
14191,Hydrobaenus lugubris,"Fries, 1830"
14192,Hydrobaenus pilipes,"Malloch, 1915"
14193,Hydrobates pelagicus,"Linnaeus, 1758"
14194,Hydrobia acuta,"Draparnaud, 1805"
14195,Hydrobius fuscipes,"Linnaeus, 1758"
14196,Hydrochara caraboides,"Linnaeus, 1758"
14197,Hydrochoreutes krameri,"Piersig, 1896"
14198,Hydrochoreutes ungulatus,"Koch, 1836"
14199,Hydrochus angustatus,"Germar, 1824"
14200,Hydrochus brevis,"Herbst, 1793"
14201,Hydrochus crenatus,"Fabricius, 1792"
14202,Hydrochus elongatus,"Schaller, 1783"
14203,Hydrochus ignicollis,"Motschulsky, 1860"
14204,Hydrochus megaphallus,"van Berge Henegouwen, 1988"
14205,Hydrochus nitidicollis,"Mulsant, 1844"
14206,Hydrocoloeus minutus,"Pallas, 1776"
14207,Hydrocyphon deflexicollis,"Müller, 1821"
14208,Hydrodroma despiciens,"Müller, 1776"
14209,Hydrodroma pilosa,"Besseling, 1940"
14210,Hydrodroma torrenticola,"Walter, 1908"
14211,Hydroglyphus geminus,"Fabricius, 1792"
14212,Hydroides elegans,"Haswell, 1883"
14213,Hydroides norvegica,"Gunnerus, 1768"
14214,Hydrometra gracilenta,"Horváth, 1899"
14215,Hydrometra stagnorum,"Linnaeus, 1758"
14216,Hydromya dorsalis,"Fabricius, 1775"
14217,Hydromyza livens,"Fabricius, 1794"
14218,Hydrophilus aterrimus,"Eschscholtz, 1822"
14219,Hydrophilus piceus,"Linnaeus, 1758"
14220,Hydrophoria lancifer,"Harris, 1870"
14221,Hydrophoria linogrisea,"Meigen, 1826"
14222,Hydrophoria ruralis,"Meigen, 1826"
14223,Hydrophoria silvicola,"Robineua-Desvoidy, 1830"
14224,Hydrophorus albiceps,"Frey, 1915"
14225,Hydrophorus balticus,"Meigen, 1824"
14226,Hydrophorus bipunctatus,"Lehmann, 1822"
14227,Hydrophorus litoreus,"Fallén, 1823"
14228,Hydrophorus nebulosus,"Fallén, 1823"
14229,Hydrophorus oceanus,"Macquart, 1838"
14230,Hydrophorus praecox,"Lehmann, 1822"
14231,Hydrophorus signifer,"Coquillett, 1899"
14232,Hydrophorus viridis,"Meigen, 1824"
14233,Hydroporus angustatus,"Sturm, 1835"
14234,Hydroporus discretus,"Fairmaire & Brisout, 1859"
14235,Hydroporus elongatulus,"Sturm, 1835"
14236,Hydroporus erythrocephalus,"Linnaeus, 1758"
14237,Hydroporus ferrugineus,"Stephens, 1829"
14238,Hydroporus fuscipennis,"Schaum, 1868"
14239,Hydroporus glabriusculus,"Aubé, 1838"
14240,Hydroporus gyllenhalii,"Schiødte, 1841"
14241,Hydroporus incognitus,"Sharp, 1869"
14242,Hydroporus longicornis,"Sharp, 1871"
14243,Hydroporus longulus,"Mulsant & Rey, 1861"
14244,Hydroporus marginatus,"Duftschmid, 1805"
14245,Hydroporus melanarius,"Sturm, 1835"
14246,Hydroporus memnonius,"Nicolai, 1822"
14247,Hydroporus morio,"Aubé, 1838"
14248,Hydroporus neglectus,"Schaum, 1845"
14249,Hydroporus nigrita,"Fabricius, 1792"
14250,Hydroporus notatus,"Sturm, 1835"
14251,Hydroporus obscurus,"Sturm, 1835"
14252,Hydroporus palustris,"Linnaeus, 1760"
14253,Hydroporus planus,"Fabricius, 1782"
14254,Hydroporus pubescens,"Gyllenhal, 1808"
14255,Hydroporus rufifrons,"Müller, 1776"
14256,Hydroporus scalesianus,"Stephens, 1828"
14257,Hydroporus striola,"Gyllenhal, 1826"
14258,Hydroporus tessellatus,"Drapiez, 1819"
14259,Hydroporus tristis,"Paykull, 1798"
14260,Hydroporus umbrosus,"Gyllenhal, 1808"
14261,Hydroprogne caspia,"Pallas, 1770"
14262,Hydropsyche angustipennis,"Curtis, 1834"
14263,Hydropsyche bulgaromanorum,"Malicky, 1977"
14264,Hydropsyche contubernalis,"Maclachlan, 1865"
14265,Hydropsyche dinarica,"Marinkovic, 1979"
14266,Hydropsyche exocellata,"Dufour, 1841"
14267,Hydropsyche fulvipes,"Curtis, 1834"
14268,Hydropsyche guttata,"Pictet"
14269,Hydropsyche incognita,"Pitsch, 1993"
14270,Hydropsyche instabilis,"Curtis, 1834"
14271,Hydropsyche modesta,"Navas, 1925"
14272,Hydropsyche ornatula,"MacLachlan"
14273,Hydropsyche pellucidula,"Curtis, 1834"
14274,Hydropsyche saxonica,"Maclachlan, 1884"
14275,Hydropsyche siltalai,"Döhler, 1963"
14276,Hydroptila angulata,"Mosely, 1922"
14277,Hydroptila cornuta,"Mosely, 1922"
14278,Hydroptila dampfi,"Ulmer, 1929"
14279,Hydroptila forcipata,"Eaton, 1873"
14280,Hydroptila pulchricornis,"Pictet, 1834"
14281,Hydroptila simulans,"Mosely, 1920"
14282,Hydroptila sparsa,"Curtis, 1834"
14283,Hydroptila tineoides,"Dalman, 1819"
14284,Hydroptila vectis,"Curtis, 1834"
14285,Hydrosmecta eximia,"Sharp, 1869"
14286,Hydrosmecta longula,"Heer, 1839"
14287,Hydrosmecta septentrionum,"Benick, 1969"
14288,Hydrosmittia oxoniana,"Edwards, 1922"
14289,Hydrosmittia ruttneri,"Strenzke & Thienemann, 1942"
14290,Hydrosmittia virgo,"Strenzke, 1950"
14291,Hydrotaea aenescens,"Wiedemann, 1830"
14292,Hydrotaea albipuncta,"Zetterstedt, 1845"
14293,Hydrotaea armipes,"Fallén, 1825"
14294,Hydrotaea capensis,"Wiedemann, 1818"
14295,Hydrotaea cinerea,"Robineau-Desvoidy, 1830"
14296,Hydrotaea cyrtoneurina,"Zetterstedt, 1845"
14297,Hydrotaea dentipes,"Fabricius, 1805"
14298,Hydrotaea diabolus,"Harris, 1780"
14299,Hydrotaea floccosa,"Macquart, 1835"
14300,Hydrotaea glabricula,"Fallén, 1825"
14301,Hydrotaea ignava,"Harris, 1780"
14302,Hydrotaea irritans,"Fallén, 1823"
14303,Hydrotaea meridionalis,"Portschinsky, 1882"
14304,Hydrotaea meteorica,"Linnaeus, 1758"
14305,Hydrotaea militaris,"Meigen, 1826"
14306,Hydrotaea palaestrica,"Meigen, 1826"
14307,Hydrotaea parva,"Meade, 1889"
14308,Hydrotaea pellucens,"Portschinsky, 1879"
14309,Hydrotaea similis,"Meade, 1887"
14310,Hydrotaea velutina,"Robineau-Desvoidy, 1830"
14311,Hydrovatus cuspidatus,"Kunze, 1818"
14312,Hydrozetes confervae,"Schrank, 1781"
14313,Hydrozetes lacustris,"Michael, 1882"
14314,Hydrozetes lemnae,"Coggi, 1899"
14315,Hydrozetes parisiensis,"Grandjean, 1948"
14316,Hydryphantes abnormis,"Koenike, 1908"
14317,Hydryphantes crassipalpis,"Koenike, 1914"
14318,Hydryphantes dispar,"Schaub, 1888"
14319,Hydryphantes flexuosus,"Koenike, 1885"
14320,Hydryphantes octoporus,"Koenike, 1896"
14321,Hydryphantes parmulatus,"Koenike, 1912"
14322,Hydryphantes placationis,"Thon, 1899"
14323,Hydryphantes planus,"Thon, 1899"
14324,Hydryphantes ruber,"De Geer, 1778"
14325,Hydryphantes tenuipalpis,"Thon, 1899"
14326,Hygophum benoiti,"Cocco, 1838"
14327,Hygrobates calliger,"Piersig, 1896"
14328,Hygrobates fluviatilis,"Ström, 1768"
14329,Hygrobates longipalpis,"Hermann, 1804"
14330,Hygrobates longiporus,"Thor, 1898"
14331,Hygrobates nigromaculatus,"Lebert, 1879"
14332,Hygrobates norvegicus,"Thor, 1897"
14333,Hygrobates prosiliens,"Koenike, 1915"
14334,Hygrobates setosus,"Besseling, 1942"
14335,Hygrobates trigonicus,"Koenike, 1895"
14336,Hygrobia hermanni,"Fabricius, 1775"
14337,Hygrodiplosis vaccinii,"Kieffer, 1897"
14338,Hygrolycosa rubrofasciata,"Ohlert, 1865"
14339,Hygromia cinctella,"Draparnaud, 1801"
14340,Hygronoma dimidiata,"Gravenhorst, 1806"
14341,Hygroplitis pseudorussatus,"Shaw, 1992"
14342,Hygroplitis rugulosus,"Nees, 1834"
14343,Hygroplitis russatus,"Haliday, 1834"
14344,Hygropora cunctans,"Erichson, 1837"
14345,Hygrotus confluens,"Fabricius, 1787"
14346,Hygrotus decoratus,"Gyllenhal, 1810"
14347,Hygrotus impressopunctatus,"Schaller, 1783"
14348,Hygrotus inaequalis,"Fabricius, 1777"
14349,Hygrotus nigrolineatus,"Steven, 1808"
14350,Hygrotus novemlineatus,"Stephens, 1829"
14351,Hygrotus parallellogrammus,"Ahrens, 1812"
14352,Hygrotus versicolor,"Schaller, 1783"
14353,Hyla arborea,"Linnaeus, 1758"
14354,Hyla orientalis,"Bedriaga, 1890"
14355,Hylaea fasciaria,"Linnaeus, 1758"
14356,Hylaeus angustatus,"Schenck, 1861"
14357,Hylaeus annularis,"Kirby, 1802"
14358,Hylaeus annulatus,"Linnaeus, 1758"
14359,Hylaeus brevicornis,"Nylander, 1852"
14360,Hylaeus clypearis,"Schenck, 1853"
14361,Hylaeus communis,"Nylander, 1852"
14362,Hylaeus confusus,"Nylander, 1852"
14363,Hylaeus cornutus,"Curtis, 1831"
14364,Hylaeus difformis,"Eversmann, 1852"
14365,Hylaeus dilatatus,"Kirby, 1802"
14366,Hylaeus gibbus,"Saunders, 1850"
14367,Hylaeus gracilicornis,"Morawitz, 1867"
14368,Hylaeus gredleri,"Förster, 1871"
14369,Hylaeus hyalinatus,"Smith, 1842"
14370,Hylaeus leptocephalus,"Morawitz, 1871"
14371,Hylaeus paulus,"Bridwell, 1919"
14372,Hylaeus pectoralis,"Förster, 1871"
14373,Hylaeus pfankuchi,"Alfken, 1919"
14374,Hylaeus pictipes,"Nylander, 1852"
14375,Hylaeus punctatus,"Brullé, 1832"
14376,Hylaeus punctulatissimus,"Smith, 1842"
14377,Hylaeus rinki,"Gorski, 1852"
14378,Hylaeus signatus,"Panzer, 1798"
14379,Hylaeus styriacus,"Förster, 1871"
14380,Hylaeus trinotatus,"Pérez, 1895"
14381,Hylaeus variegatus,"Fabricius, 1798"
14382,Hylastes angustatus,"Herbst, 1793"
14383,Hylastes ater,"Paykull, 1800"
14384,Hylastes attenuatus,"Erichson, 1836"
14385,Hylastes brunneus,"Erichson, 1836"
14386,Hylastes cunicularius,"Erichson, 1836"
14387,Hylastes linearis,"Erichson, 1836"
14388,Hylastes opacus,"Erichson, 1836"
14389,Hylastinus obscurus,"Marsham, 1802"
14390,Hylecoetus dermestoides,"Linnaeus, 1760"
14391,Hyledelphax elegantulus,"Boheman, 1847"
14392,Hylemya nigrimana,"Meigen, 1826"
14393,Hylemya urbica,"Van der Wulp, 1896"
14394,Hylemya vagans,"Panzer, 1798"
14395,Hylemya variata,"Fallén, 1823"
14396,Hylemyza partita,"Meigen, 1826"
14397,Hyleorus elatus,"Meigen, 1838"
14398,Hyles euphorbiae,"Linnaeus, 1758"
14399,Hyles gallii,"Rottemburg, 1775"
14400,Hyles livornica,"Esper, 1780"
14401,Hylesinus crenatus,"Fabricius, 1787"
14402,Hylesinus fraxini,"Panzer, 1799"
14403,Hylesinus orni,"Fuchs, 1906"
14404,Hylesinus toranio,"Danthoine, 1788"
14405,Hylis cariniceps,"Reitter, 1902"
14406,Hylis foveicollis,"Thomson, 1874"
14407,Hylis olexai,"Palm, 1955"
14408,Hylis procerulus,"Mannerheim, 1823"
14409,Hylobius abietis,"Linnaeus, 1758"
14410,Hylobius transversovittatus,"Goeze, 1777"
14411,Hyloniscus riparius,"Koch, 1838"
14412,Hylotrupes bajulus,"Linnaeus, 1758"
14413,Hylurgops palliatus,"Gyllenhal, 1813"
14414,Hylurgus ligniperda,"Fabricius, 1787"
14415,Hylyphantes graminicola,"Sundevall, 1830"
14416,Hylyphantes nigritus,"Simon, 1881"
14417,Hymenalia rufipes,"Fabricius, 1793"
14418,Hymeniacidon perlevis,"Montagu, 1812"
14419,Hymenolepis diminuta,"Rudolphi, 1819"
14420,Hyostrongylus rubidus,"Hassal & Stiles, 1892"
14421,Hypamblys albopictus,"Gravenhorst, 1829"
14422,Hypamblys dejongi,"Teunissen, 1953"
14423,Hypamblys variabilis,"Teunissen, 1953"
14424,Hypania invalida,"Grube, 1860"
14425,Hypatima rhomboidella,"Linnaeus, 1758"
14426,Hypatopa binotella,"Thunberg, 1794"
14427,Hypatopa inunctella,"Zeller, 1839"
14428,Hypena crassalis,"Fabricius, 1787"
14429,Hypena obesalis,"Treitschke, 1829"
14430,Hypena obsitalis,"Hübner, 1813"
14431,Hypena proboscidalis,"Linnaeus, 1758"
14432,Hypena rostralis,"Linnaeus, 1758"
14433,Hypenodes humidalis,"Doubleday, 1850"
14434,Hypera arator,"Linnaeus, 1758"
14435,Hypera arundinis,"Paykull, 1792"
14436,Hypera conmaculata,"Herbst, 1795"
14437,Hypera diversipunctata,"Schrank, 1798"
14438,Hypera kunzii,"Germar, 1822"
14439,Hypera melancholica,"Fabricius, 1793"
14440,Hypera meles,"Fabricius, 1793"
14441,Hypera nigrirostris,"Fabricius, 1775"
14442,Hypera pastinacae,"Rossi, 1790"
14443,Hypera plantaginis,"De Geer, 1775"
14444,Hypera postica,"Gyllenhal, 1813"
14445,Hypera rumicis,"Linnaeus, 1758"
14446,Hypera suspiciosa,"Herbst, 1795"
14447,Hypera venusta,"Fabricius, 1781"
14448,Hyperacmus crassicornis,"Gravenhorst, 1829"
14449,Hyperaspis campestris,"Herbst, 1783"
14450,Hyperaspis pseudopustulata,"Mulsant, 1853"
14451,Hyperaspis reppensis,"Herbst, 1783"
14452,Hyperbatus segmentator,"Holmgren, 1857"
14453,Hyperbatus sternoxanthus,"Gravenhorst, 1829"
14454,Hypereteone foliosa,"Quatrefages, 1865"
14455,Hyperia galba,"Montagu, 1815"
14456,Hyperlaelaps amphibia,"Zachvatkin, 1948"
14457,Hyperlaelaps microti,"Ewing, 1933"
14458,Hyperlasion wasmanni,"Schmitz, 1918"
14459,Hyperomyzus lactucae,"Linnaeus, 1758"
14460,Hyperomyzus lampsanae,"Börner, 1932"
14461,Hyperomyzus pallidus,"Hille Ris Lambers, 1935"
14462,Hyperomyzus picridis,"Börner & Blunck, 1916"
14463,Hyperomyzus rhinanthi,"Schouteden, 1903"
14464,Hyperoodon ampullatus,"Forster, 1770"
14465,Hyperoplus immaculatus,"Corbin, 1950"
14466,Hyperoplus lanceolatus,"Sauvage, 1824"
14467,Hyphoraia aulica,"Linnaeus, 1758"
14468,Hyphydrus ovatus,"Linnaeus, 1760"
14469,Hypnogyra angularis,"Ganglbauer, 1895"
14470,Hypnoidus riparius,"Fabricius, 1793"
14471,Hypoaspis angusta,"Karg, 1962"
14472,Hypoaspis astronomica,"Koch, 1839"
14473,Hypoaspis krameri,"G. & R.Canestrini, 1881"
14474,Hypocacculus rubripes,"Erichson, 1834"
14475,Hypocaccus crassipes,"Erichson, 1834"
14476,Hypocaccus dimidiatus,"Illiger, 1807"
14477,Hypocaccus metallicus,"Herbst, 1791"
14478,Hypocaccus rugiceps,"Duftschmid, 1805"
14479,Hypocaccus rugifrons,"Paykull, 1798"
14480,Hypocassida subferruginea,"Schrank, 1776"
14481,Hypocera mordellaria,"Fallén, 1823"
14482,Hypochalcia ahenella,"Denis & Schiffermüller, 1775"
14483,Hypochrysa elegans,"Burgmeister, 1839"
14484,Hypochthonius luteus,"Oudemans, 1917"
14485,Hypochthonius rufulus,"Koch, 1836"
14486,Hypocoprus latridioides,"Motschulsky, 1839"
14487,Hypodamaeus riparius,"Nicolet, 1855"
14488,Hypodectes propus,"Nitzsch, 1861"
14489,Hypoderaeum conoideum,"Bloch, 1782"
14490,Hypoderma bovis,"Linnaeus, 1758"
14491,Hypoderma diana,"Brauer, 1858"
14492,Hypoderma lineatum,"de Villers, 1789"
